DISTRICT,DATE,POLLULLANT,TYPE,URBAN_AREA,RATIO,ID,Status,MEAN
HORTA - GUINARDÓ,2023-03-08,NO2,background,urban,GREEN_AREA_Q1,Moderate,Good,19.166666666666668
HORTA - GUINARDÓ,2023-03-08,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,225.0
HORTA - GUINARDÓ,2023-03-08,O3,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,63.25
HORTA - GUINARDÓ,2023-03-08,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,20.875
HORTA - GUINARDÓ,2023-03-08,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,3.0833333333333335
GRÀCIA,2023-03-08,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,1.7083333333333333
GRÀCIA,2023-03-08,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,41.375
GRÀCIA,2023-03-08,NOX,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,56.166666666666664
GRÀCIA,2023-03-08,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,25.75
EIXAMPLE,2023-03-08,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Regular,45.125
EIXAMPLE,2023-03-08,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,12.041666666666666
EIXAMPLE,2023-03-08,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,1.0
SANTS - MONTJUÏC,2023-03-08,NO,background,urban,GREEN_AREA_Q2,High,Good,3.4166666666666665
SANTS - MONTJUÏC,2023-03-08,NOX,background,urban,GREEN_AREA_Q2,High,Reasonably good,38.75
SANT MARTÍ,2023-03-08,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,9.666666666666666
SANT MARTÍ,2023-03-08,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,29.458333333333332
SANT MARTÍ,2023-03-08,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Unfavorable,54.958333333333336
LES CORTS,2023-03-08,CO,background,urban,GREEN_AREA_Q2,Low,Good,873.4515083333332
GRÀCIA,2023-03-08,NO2,traffic,urban,GREEN_AREA_Q4,Low,Regular,43.0
CIUTAT VELLA,2023-03-08,O3,background,urban,GREEN_AREA_Q3,Low,Good,40.25
LES CORTS,2023-03-08,NO2,background,urban,GREEN_AREA_Q2,Low,Regular,40.49220150833333
LES CORTS,2023-03-08,NOX,background,urban,GREEN_AREA_Q2,Low,Regular,48.50782650833333
CIUTAT VELLA,2023-03-08,NO,background,urban,GREEN_AREA_Q3,Low,Good,12.333333333333334
SARRIÀ - SANT GERVASI,2023-03-08,NO,background,suburban,GREEN_AREA_Q1,Low,Good,1.1666666666666667
GRÀCIA,2023-03-08,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,416.6666666666667
EIXAMPLE,2023-03-08,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,35.541666666666664
SARRIÀ - SANT GERVASI,2023-03-08,O3,background,suburban,GREEN_AREA_Q1,Low,Regular,77.04166666666667
CIUTAT VELLA,2023-03-08,NO2,background,urban,GREEN_AREA_Q3,Low,Regular,43.333333333333336
EIXAMPLE,2023-03-07,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,57.958333333333336
LES CORTS,2023-03-07,CO,background,urban,GREEN_AREA_Q2,Low,Good,312.5
SANTS - MONTJUÏC,2023-03-07,NOX,background,urban,GREEN_AREA_Q2,High,Unfavorable,66.91666666666667
SARRIÀ - SANT GERVASI,2023-03-07,NO,background,suburban,GREEN_AREA_Q1,Low,Good,2.3333333333333335
GRÀCIA,2023-03-07,NOX,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,77.54166666666667
CIUTAT VELLA,2023-03-07,NOX,background,urban,GREEN_AREA_Q3,Low,Unfavorable,92.95833333333333
LES CORTS,2023-03-07,NO2,background,urban,GREEN_AREA_Q2,Low,Reasonably good,30.833333333333332
SANTS - MONTJUÏC,2023-03-07,NO,background,urban,GREEN_AREA_Q2,High,Good,14.25
EIXAMPLE,2023-03-07,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,1.0
NOU BARRIS - SANT ANDREU,2023-03-07,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,15.208333333333334
SANT MARTÍ,2023-03-07,NO,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,21.083333333333332
NOU BARRIS - SANT ANDREU,2023-03-07,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,39.541666666666664
LES CORTS,2023-03-07,NOX,background,urban,GREEN_AREA_Q2,Low,Regular,46.25
HORTA - GUINARDÓ,2023-03-07,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,225.0
SANT MARTÍ,2023-03-07,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Unfavorable,78.58333333333333
SARRIÀ - SANT GERVASI,2023-03-07,O3,background,suburban,GREEN_AREA_Q1,Low,Regular,77.54166666666667
SARRIÀ - SANT GERVASI,2023-03-07,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,15.291666666666666
SARRIÀ - SANT GERVASI,2023-03-07,PM10,background,suburban,GREEN_AREA_Q1,Low,Good,15.791666666666666
LES CORTS,2023-03-07,NO,background,urban,GREEN_AREA_Q2,Low,Good,10.333333333333334
LES CORTS,2023-03-07,O3,background,urban,GREEN_AREA_Q2,Low,Good,46.791666666666664
LES CORTS,2023-03-07,PM10,background,urban,GREEN_AREA_Q2,Low,Good,18.791666666666668
HORTA - GUINARDÓ,2023-03-07,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,4.166666666666667
HORTA - GUINARDÓ,2023-03-07,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,31.291666666666668
CIUTAT VELLA,2023-03-07,NO,background,urban,GREEN_AREA_Q3,Low,Reasonably good,24.625
CIUTAT VELLA,2023-03-07,O3,background,urban,GREEN_AREA_Q3,Low,Good,25.125
GRÀCIA,2023-03-07,NO2,traffic,urban,GREEN_AREA_Q4,Low,Regular,48.625
GRÀCIA,2023-03-07,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,19.208333333333332
GRÀCIA,2023-03-07,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,504.1666666666667
GRÀCIA,2023-03-07,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,2.0416666666666665
GRÀCIA,2023-03-07,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,35.958333333333336
EIXAMPLE,2023-03-07,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,34.416666666666664
EIXAMPLE,2023-03-07,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,27.375
SANTS - MONTJUÏC,2023-03-07,NO2,background,urban,GREEN_AREA_Q2,High,Regular,45.375
SANT MARTÍ,2023-03-07,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Regular,46.583333333333336
SANT MARTÍ,2023-03-07,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,37.416666666666664
HORTA - GUINARDÓ,2023-03-07,O3,background,urban,GREEN_AREA_Q1,Moderate,Good,58.583333333333336
SARRIÀ - SANT GERVASI,2023-03-07,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,12.291666666666666
EIXAMPLE,2023-03-07,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Very unfavorable,110.58333333333333
LES CORTS,2023-03-07,SO2,background,urban,GREEN_AREA_Q2,Low,Good,3.5833333333333335
CIUTAT VELLA,2023-03-07,NO2,background,urban,GREEN_AREA_Q3,Low,Unfavorable,55.5
EIXAMPLE,2023-03-07,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,312.5
GRÀCIA,2023-03-07,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,28.5
HORTA - GUINARDÓ,2023-03-07,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,3.0833333333333335
NOU BARRIS - SANT ANDREU,2023-03-07,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Unfavorable,62.75
LES CORTS,2023-03-07,PM2.5,background,urban,GREEN_AREA_Q2,Low,Unfavorable,13.666666666666666
HORTA - GUINARDÓ,2023-03-07,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,25.375
GRÀCIA,2023-03-06,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,42.875
EIXAMPLE,2023-03-06,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,36.708333333333336
HORTA - GUINARDÓ,2023-03-06,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,3.0
EIXAMPLE,2023-03-06,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,55.5
HORTA - GUINARDÓ,2023-03-06,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,35.541666666666664
NOU BARRIS - SANT ANDREU,2023-03-06,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,12.708333333333334
NOU BARRIS - SANT ANDREU,2023-03-06,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Unfavorable,66.58333333333333
SARRIÀ - SANT GERVASI,2023-03-06,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,13.499266550160257
GRÀCIA,2023-03-06,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,2.25
LES CORTS,2023-03-06,NO2,background,urban,GREEN_AREA_Q2,Low,Reasonably good,30.25
SANT MARTÍ,2023-03-06,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,8.75
NOU BARRIS - SANT ANDREU,2023-03-06,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Regular,47.291666666666664
GRÀCIA,2023-03-06,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,491.6666666666667
SARRIÀ - SANT GERVASI,2023-03-06,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,12.201189627083332
SARRIÀ - SANT GERVASI,2023-03-06,NO,background,suburban,GREEN_AREA_Q1,Low,Good,1.9031127040064104
LES CORTS,2023-03-06,NO,background,urban,GREEN_AREA_Q2,Low,Good,2.2083333333333335
LES CORTS,2023-03-06,CO,background,urban,GREEN_AREA_Q2,Low,Good,304.1666666666667
LES CORTS,2023-03-06,O3,background,urban,GREEN_AREA_Q2,Low,Good,56.041666666666664
LES CORTS,2023-03-06,NOX,background,urban,GREEN_AREA_Q2,Low,Reasonably good,33.125
LES CORTS,2023-03-06,PM10,background,urban,GREEN_AREA_Q2,Low,Reasonably good,21.166666666666668
HORTA - GUINARDÓ,2023-03-06,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,254.16666666666666
HORTA - GUINARDÓ,2023-03-06,O3,background,urban,GREEN_AREA_Q1,Moderate,Good,59.25
CIUTAT VELLA,2023-03-06,NO2,background,urban,GREEN_AREA_Q3,Low,Regular,41.416666666666664
CIUTAT VELLA,2023-03-06,NO,background,urban,GREEN_AREA_Q3,Low,Good,3.7083333333333335
CIUTAT VELLA,2023-03-06,O3,background,urban,GREEN_AREA_Q3,Low,Good,41.666666666666664
CIUTAT VELLA,2023-03-06,NOX,background,urban,GREEN_AREA_Q3,Low,Regular,46.666666666666664
GRÀCIA,2023-03-06,NO2,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,50.958333333333336
GRÀCIA,2023-03-06,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,8.958333333333334
GRÀCIA,2023-03-06,NOX,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,64.125
EIXAMPLE,2023-03-06,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,15.875
EIXAMPLE,2023-03-06,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,429.1666666666667
SANTS - MONTJUÏC,2023-03-06,NO,background,urban,GREEN_AREA_Q2,High,Good,3.4583333333333335
SANTS - MONTJUÏC,2023-03-06,NOX,background,urban,GREEN_AREA_Q2,High,Regular,40.333333333333336
SANT MARTÍ,2023-03-06,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Unfavorable,54.583333333333336
SANT MARTÍ,2023-03-06,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,27.708333333333332
EIXAMPLE,2023-03-06,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,1.0
GRÀCIA,2023-03-06,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,27.791666666666668
EIXAMPLE,2023-03-06,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,79.66666666666667
LES CORTS,2023-03-06,SO2,background,urban,GREEN_AREA_Q2,Low,Good,3.0
SANTS - MONTJUÏC,2023-03-06,NO2,background,urban,GREEN_AREA_Q2,High,Reasonably good,35.333333333333336
HORTA - GUINARDÓ,2023-03-06,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,31.708333333333332
HORTA - GUINARDÓ,2023-03-06,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,2.75
LES CORTS,2023-03-06,PM2.5,background,urban,GREEN_AREA_Q2,Low,Very unfavorable,18.666666666666668
SANT MARTÍ,2023-03-06,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Regular,41.166666666666664
SARRIÀ - SANT GERVASI,2023-03-06,O3,background,suburban,GREEN_AREA_Q1,Low,Very unfavorable,92.50888193477563
SANT MARTÍ,2023-03-05,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,4.0
GRÀCIA,2023-03-05,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,2.2916666666666665
GRÀCIA,2023-03-05,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,370.8333333333333
EIXAMPLE,2023-03-05,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,1.0
NOU BARRIS - SANT ANDREU,2023-03-05,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Regular,46.25
LES CORTS,2023-03-05,CO,background,urban,GREEN_AREA_Q2,Low,Good,291.6666666666667
HORTA - GUINARDÓ,2023-03-05,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,3.125
SANTS - MONTJUÏC,2023-03-05,NO2,background,urban,GREEN_AREA_Q2,High,Reasonably good,28.125
LES CORTS,2023-03-05,PM10,background,urban,GREEN_AREA_Q2,Low,Good,18.541666666666668
CIUTAT VELLA,2023-03-05,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,35.291666666666664
SANTS - MONTJUÏC,2023-03-05,NOX,background,urban,GREEN_AREA_Q2,High,Reasonably good,31.958333333333332
LES CORTS,2023-03-05,NO2,background,urban,GREEN_AREA_Q2,Low,Reasonably good,26.625
NOU BARRIS - SANT ANDREU,2023-03-05,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,6.166666666666667
SARRIÀ - SANT GERVASI,2023-03-05,O3,background,suburban,GREEN_AREA_Q1,Low,Very unfavorable,93.29166666666667
SANT MARTÍ,2023-03-05,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,33.375
EIXAMPLE,2023-03-05,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,10.583333333333334
SARRIÀ - SANT GERVASI,2023-03-05,NO,background,suburban,GREEN_AREA_Q1,Low,Good,1.1666666666666667
NOU BARRIS - SANT ANDREU,2023-03-05,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,37.0
EIXAMPLE,2023-03-05,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,262.5
LES CORTS,2023-03-05,O3,background,urban,GREEN_AREA_Q2,Low,Good,57.0
SANT MARTÍ,2023-03-05,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,39.375
HORTA - GUINARDÓ,2023-03-05,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,30.25
GRÀCIA,2023-03-05,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,48.875
HORTA - GUINARDÓ,2023-03-05,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,233.33333333333334
EIXAMPLE,2023-03-05,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,57.0
GRÀCIA,2023-03-05,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,24.708333333333332
EIXAMPLE,2023-03-05,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Regular,40.791666666666664
HORTA - GUINARDÓ,2023-03-05,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,26.083333333333332
CIUTAT VELLA,2023-03-05,NOX,background,urban,GREEN_AREA_Q3,Low,Regular,40.541666666666664
CIUTAT VELLA,2023-03-05,NO,background,urban,GREEN_AREA_Q3,Low,Good,3.5833333333333335
GRÀCIA,2023-03-05,NO2,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,38.791666666666664
GRÀCIA,2023-03-05,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,5.708333333333333
SARRIÀ - SANT GERVASI,2023-03-05,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,9.708333333333334
HORTA - GUINARDÓ,2023-03-05,O3,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,62.291666666666664
EIXAMPLE,2023-03-05,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,42.833333333333336
LES CORTS,2023-03-05,NO,background,urban,GREEN_AREA_Q2,Low,Good,2.875
LES CORTS,2023-03-05,PM2.5,background,urban,GREEN_AREA_Q2,Low,Unfavorable,16.083333333333332
GRÀCIA,2023-03-05,NOX,traffic,urban,GREEN_AREA_Q4,Low,Regular,46.958333333333336
CIUTAT VELLA,2023-03-05,O3,background,urban,GREEN_AREA_Q3,Low,Good,46.208333333333336
SANT MARTÍ,2023-03-05,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,24.541666666666668
SARRIÀ - SANT GERVASI,2023-03-05,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,11.0
LES CORTS,2023-03-05,NOX,background,urban,GREEN_AREA_Q2,Low,Reasonably good,30.708333333333332
HORTA - GUINARDÓ,2023-03-05,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,3.2083333333333335
LES CORTS,2023-03-05,SO2,background,urban,GREEN_AREA_Q2,Low,Good,3.25
SANTS - MONTJUÏC,2023-03-05,NO,background,urban,GREEN_AREA_Q2,High,Good,2.7083333333333335
LES CORTS,2023-03-04,PM2.5,background,urban,GREEN_AREA_Q2,Low,Very unfavorable,18.541666666666668
HORTA - GUINARDÓ,2023-03-04,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,3.0833333333333335
LES CORTS,2023-03-04,PM10,background,urban,GREEN_AREA_Q2,Low,Reasonably good,20.833333333333332
EIXAMPLE,2023-03-04,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,31.541666666666668
SANT MARTÍ,2023-03-04,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,32.166666666666664
EIXAMPLE,2023-03-04,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,5.25
GRÀCIA,2023-03-04,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,2.125
LES CORTS,2023-03-04,NO2,background,urban,GREEN_AREA_Q2,Low,Good,16.708333333333332
LES CORTS,2023-03-04,NO,background,urban,GREEN_AREA_Q2,Low,Good,1.2083333333333333
LES CORTS,2023-03-04,NOX,background,urban,GREEN_AREA_Q2,Low,Good,17.916666666666668
GRÀCIA,2023-03-04,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,54.833333333333336
NOU BARRIS - SANT ANDREU,2023-03-04,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,38.25
EIXAMPLE,2023-03-04,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,229.16666666666666
SARRIÀ - SANT GERVASI,2023-03-04,NO,background,suburban,GREEN_AREA_Q1,Low,Good,1.125
SANTS - MONTJUÏC,2023-03-04,NOX,background,urban,GREEN_AREA_Q2,High,Good,19.208333333333332
HORTA - GUINARDÓ,2023-03-04,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,4.625
SANT MARTÍ,2023-03-04,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,36.958333333333336
CIUTAT VELLA,2023-03-04,O3,background,urban,GREEN_AREA_Q3,Low,Good,46.416666666666664
GRÀCIA,2023-03-04,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,22.958333333333332
LES CORTS,2023-03-04,O3,background,urban,GREEN_AREA_Q2,Low,Reasonably good,63.0
SANT MARTÍ,2023-03-04,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,22.666666666666668
LES CORTS,2023-03-04,SO2,background,urban,GREEN_AREA_Q2,Low,Good,2.8333333333333335
SARRIÀ - SANT GERVASI,2023-03-04,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,11.958333333333334
SARRIÀ - SANT GERVASI,2023-03-04,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,10.666666666666666
GRÀCIA,2023-03-04,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,4.125
CIUTAT VELLA,2023-03-04,NOX,background,urban,GREEN_AREA_Q3,Low,Regular,43.375
EIXAMPLE,2023-03-04,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,39.375
CIUTAT VELLA,2023-03-04,NO,background,urban,GREEN_AREA_Q3,Low,Good,5.208333333333333
GRÀCIA,2023-03-04,NOX,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,36.583333333333336
GRÀCIA,2023-03-04,NO2,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,30.916666666666668
NOU BARRIS - SANT ANDREU,2023-03-04,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Regular,47.708333333333336
EIXAMPLE,2023-03-04,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,1.0
SANTS - MONTJUÏC,2023-03-04,NO,background,urban,GREEN_AREA_Q2,High,Good,1.3333333333333333
HORTA - GUINARDÓ,2023-03-04,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,33.541666666666664
GRÀCIA,2023-03-04,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,304.1666666666667
NOU BARRIS - SANT ANDREU,2023-03-04,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,6.208333333333333
EIXAMPLE,2023-03-04,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,50.083333333333336
SANTS - MONTJUÏC,2023-03-04,NO2,background,urban,GREEN_AREA_Q2,High,Good,17.583333333333332
CIUTAT VELLA,2023-03-04,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,35.75
SANT MARTÍ,2023-03-04,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,3.25
HORTA - GUINARDÓ,2023-03-04,O3,background,urban,GREEN_AREA_Q1,Moderate,Good,56.333333333333336
SARRIÀ - SANT GERVASI,2023-03-04,O3,background,suburban,GREEN_AREA_Q1,Low,Unfavorable,81.08333333333333
HORTA - GUINARDÓ,2023-03-04,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,27.041666666666668
LES CORTS,2023-03-04,CO,background,urban,GREEN_AREA_Q2,Low,Good,275.0
HORTA - GUINARDÓ,2023-03-04,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,250.0
LES CORTS,2023-03-03,NO,background,urban,GREEN_AREA_Q2,Low,Good,4.708333333333333
HORTA - GUINARDÓ,2023-03-03,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,7.125
GRÀCIA,2023-03-03,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,43.67017374266667
NOU BARRIS - SANT ANDREU,2023-03-03,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Regular,49.666666666666664
SANTS - MONTJUÏC,2023-03-03,NOX,background,urban,GREEN_AREA_Q2,High,Reasonably good,35.208333333333336
GRÀCIA,2023-03-03,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,9.190595092753624
EIXAMPLE,2023-03-03,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,78.70833333333333
GRÀCIA,2023-03-03,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,2.304958972916667
SANTS - MONTJUÏC,2023-03-03,NO,background,urban,GREEN_AREA_Q2,High,Good,3.875
NOU BARRIS - SANT ANDREU,2023-03-03,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Unfavorable,68.29166666666667
HORTA - GUINARDÓ,2023-03-03,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,35.0
LES CORTS,2023-03-03,O3,background,urban,GREEN_AREA_Q2,Low,Good,53.875
LES CORTS,2023-03-03,CO,background,urban,GREEN_AREA_Q2,Low,Good,354.1666666666667
LES CORTS,2023-03-03,NOX,background,urban,GREEN_AREA_Q2,Low,Reasonably good,32.458333333333336
EIXAMPLE,2023-03-03,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,34.875
HORTA - GUINARDÓ,2023-03-03,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,270.8333333333333
SANT MARTÍ,2023-03-03,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,10.166666666666666
SARRIÀ - SANT GERVASI,2023-03-03,O3,background,suburban,GREEN_AREA_Q1,Low,Regular,73.45833333333333
LES CORTS,2023-03-03,NO2,background,urban,GREEN_AREA_Q2,Low,Reasonably good,25.791666666666668
HORTA - GUINARDÓ,2023-03-03,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,3.3333333333333335
SARRIÀ - SANT GERVASI,2023-03-03,NOX,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,21.0
SANT MARTÍ,2023-03-03,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Regular,41.75
EIXAMPLE,2023-03-03,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,404.1666666666667
SANT MARTÍ,2023-03-03,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,29.083333333333332
LES CORTS,2023-03-03,SO2,background,urban,GREEN_AREA_Q2,Low,Good,2.8333333333333335
CIUTAT VELLA,2023-03-03,NO2,background,urban,GREEN_AREA_Q3,Low,Regular,41.166666666666664
CIUTAT VELLA,2023-03-03,O3,background,urban,GREEN_AREA_Q3,Low,Good,39.291666666666664
CIUTAT VELLA,2023-03-03,NOX,background,urban,GREEN_AREA_Q3,Low,Unfavorable,50.125
SARRIÀ - SANT GERVASI,2023-03-03,NO,background,suburban,GREEN_AREA_Q1,Low,Good,3.0
GRÀCIA,2023-03-03,NO2,traffic,urban,GREEN_AREA_Q4,Low,Regular,40.397116831884055
SARRIÀ - SANT GERVASI,2023-03-03,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,17.083333333333332
EIXAMPLE,2023-03-03,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,18.625
EIXAMPLE,2023-03-03,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,1.0
LES CORTS,2023-03-03,PM10,background,urban,GREEN_AREA_Q2,Low,Reasonably good,28.041666666666668
GRÀCIA,2023-03-03,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,25.976833972916666
GRÀCIA,2023-03-03,NOX,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,53.163421179710134
EIXAMPLE,2023-03-03,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,50.25
NOU BARRIS - SANT ANDREU,2023-03-03,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,12.166666666666666
GRÀCIA,2023-03-03,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,870.5839729166665
CIUTAT VELLA,2023-03-03,NO,background,urban,GREEN_AREA_Q3,Low,Good,6.083333333333333
SANT MARTÍ,2023-03-03,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Unfavorable,57.0
HORTA - GUINARDÓ,2023-03-03,O3,background,urban,GREEN_AREA_Q1,Moderate,Good,45.75
